con,locus,end,L,sym,cid,orth,rna
ABJY02000007,BBUCA112A_0535,83674,1571,,185,1,
ABJY02000007,BBUCA112A_0536,85352,1700,pheT,152,1,
ABJY02000007,BBUCA112A_0537,86403,980,trxB,539,1,
ABJY02000007,BBUCA112A_0538,86460,-740,,800,1,
ABJY02000007,BBUCA112A_0539,87202,-1094,dnaJ-1,416,1,
ABJY02000007,BBUCA112A_0540,88296,-1907,,100,1,
ABJY02000007,BBUCA112A_0541,90227,-563,grpE,1038,1,
ABJY02000007,BBUCA112A_0543,92705,1538,nadE,188,1,
ABJY02000007,BBUCA112A_0544,94254,854,,561,1,
ABJY02000007,BBUCA112A_0545,94277,-422,,1165,1,
ABJY02000007,BBUCA112A_0546,96626,1823,,127,1,
ABJY02000007,BBUCA112A_0547,97407,788,,739,1,
ABJY02000007,BBUCA112A_0548,97427,-947,,568,1,
ABJY02000007,BBUCA112A_0549,98466,-809,,694,1,
ABJY02000007,BBUCA112A_0550,99259,-614,,916,1,
ABJY02000007,BBUCA112A_0551,99876,-1292,,293,1,
ABJY02000007,BBUCA112A_0552,102123,761,,783,1,
ABJY02000007,BBUCA112A_0553,102915,767,xth,774,1,
ABJY02000007,BBUCA112A_0554,103704,773,,762,1,
ABJY02000007,BBUCA112A_0555,106486,2801,,34,1,
ABJY02000007,BBUCA112A_0559,106945,-644,,895,1,
ABJY02000007,BBUCA112A_0560,107586,-398,,1242,1,
ABJY02000007,BBUCA112A_0561,108019,-698,,848,1,
ABJY02000007,BBUCA112A_0562,108741,-2081,,82,1,
ABJY02000007,BBUCA112A_0563,111348,227,,1469,1,
ABJY02000007,BBUCA112A_0564,112116,578,,1015,1,
ABJY02000007,BBUCA112A_0565,112887,650,,860,1,
ABJY02000007,BBUCA112A_0566,114310,1220,,334,1,
ABJY02000007,BBUCA112A_0567,115661,-860,,654,1,
ABJY02000007,BBUCA112A_0568,115678,1364,,264,1,
ABJY02000007,BBUCA112A_0569,116505,-617,coaE,946,1,
ABJY02000007,BBUCA112A_0570,117104,-2726,polA,36,1,
ABJY02000007,BBUCA112A_0571,119827,-398,,1230,1,
ABJY02000007,BBUCA112A_0572,120215,-437,fliS,1184,1,
ABJY02000007,BBUCA112A_0573,120661,-401,,1227,1,
ABJY02000007,BBUCA112A_0574,123265,1982,ligA,89,1,
ABJY02000007,BBUCA112A_0575,123286,-1493,,201,1,
ABJY02000007,BBUCA112A_0576,126921,1868,,115,1,
ABJY02000007,BBUCA112A_0577,127375,467,,1149,1,
ABJY02000007,BBUCA112A_0578,128237,869,,644,1,
ABJY02000007,BBUCA112A_0579,128636,260,,1435,1,
ABJY02000007,BBUCA112A_0580,130378,1721,ptsP,146,1,
ABJY02000007,BBUCA112A_0581,130950,569,,1027,1,
ABJY02000007,BBUCA112A_0582,130988,-1850,,121,1,
ABJY02000007,BBUCA112A_0583,134345,1394,gnd,248,1,
ABJY02000007,BBUCA112A_0584,134372,-542,,1076,1,
ABJY02000007,BBUCA112A_0585,135079,-518,,1078,1,
ABJY02000007,BBUCA112A_0586,135680,-605,,974,1,
ABJY02000007,BBUCA112A_0587,137035,542,,1079,1,
ABJY02000007,BBUCA112A_0588,137359,311,,1352,1,
ABJY02000007,BBUCA112A_0589,139519,2144,,75,1,
ABJY02000007,BBUCA112A_0590,140741,1157,,373,1,
ABJY02000007,BBUCA112A_0591,142515,1772,,134,1,
ABJY02000007,BBUCA112A_0592,142930,374,,1277,1,
ABJY02000007,BBUCA112A_0594,143290,-689,,864,1,
ABJY02000007,BBUCA112A_0596,145255,1076,,437,1,
ABJY02000007,BBUCA112A_0597,146123,806,,703,1,
ABJY02000007,BBUCA112A_0598,146981,851,,661,1,
ABJY02000007,BBUCA112A_0599,148766,1601,pyrG,162,1,
ABJY02000007,BBUCA112A_0600,148783,-524,,1085,1,
ABJY02000007,BBUCA112A_0601,150034,587,,873,1,
ABJY02000007,BBUCA112A_0602,151456,1169,,355,1,
ABJY02000007,BBUCA112A_0603,155030,3485,,16,1,
ABJY02000007,BBUCA112A_0604,155620,578,,1005,1,
ABJY02000007,BBUCA112A_0605,157687,-788,,658,1,
ABJY02000007,BBUCA112A_0606,157690,2060,recG,85,1,
ABJY02000007,BBUCA112A_0607,159943,1349,,277,1,
ABJY02000007,BBUCA112A_0608,161443,1334,,237,1,
ABJY02000007,BBUCA112A_0609,162825,-1043,,464,1,
ABJY02000007,BBUCA112A_0610,162828,1355,murD,273,1,
ABJY02000007,BBUCA112A_0611,163878,-2204,metG,70,1,
ABJY02000007,BBUCA112A_0612,167034,797,mtnN-2,733,1,
ABJY02000007,BBUCA112A_0613,168160,-845,ksgA,662,1,
ABJY02000007,BBUCA112A_0614,168177,1055,pta,425,1,
ABJY02000007,BBUCA112A_0615,169042,-1250,,245,1,
ABJY02000007,BBUCA112A_0616,171121,713,,838,1,
ABJY02000007,BBUCA112A_0617,173084,1937,,99,1,
ABJY02000007,BBUCA112A_0618,173113,-1757,argS,139,1,
ABJY02000007,BBUCA112A_0619,174867,-623,,941,1,
ABJY02000007,BBUCA112A_0620,175512,-2147,,67,1,
ABJY02000007,BBUCA112A_0621,180135,2207,,65,1,
ABJY02000007,BBUCA112A_0622,180145,-908,murB,566,1,
ABJY02000007,BBUCA112A_0623,182547,1442,cysS,210,1,
ABJY02000007,BBUCA112A_0624,184107,1556,,186,1,
ABJY02000007,BBUCA112A_0625,185360,1253,glyA,324,1,
ABJY02000007,BBUCA112A_0626,186138,752,,784,1,
ABJY02000007,BBUCA112A_0627,186192,-1856,,117,1,
ABJY02000007,BBUCA112A_0628,188296,-1502,,197,1,
ABJY02000007,BBUCA112A_0629,191086,1217,,338,1,
ABJY02000007,BBUCA112A_0630,191582,491,,1095,1,
ABJY02000007,BBUCA112A_0631,193564,1979,pcrA,97,1,
ABJY02000007,BBUCA112A_0632,195111,1430,,230,1,
ABJY02000007,BBUCA112A_0637,197056,1364,tig,266,1,
ABJY02000007,BBUCA112A_0638,197655,584,,984,1,
ABJY02000007,BBUCA112A_0639,198971,1292,clpX,295,1,
ABJY02000007,BBUCA112A_0640,200423,1465,,52,1,
ABJY02000005,BBUCA112A_0641,617,614,,52,,
ABJY02000005,BBUCA112A_0642,809,152,,1836,1,
ABJY02000005,BBUCA112A_0643,869,-536,rpsD,944,1,
ABJY02000006,BBUCA112A_0644,1,-1354,,259,1,
ABJY02000006,BBUCA112A_0645,1842,-464,cdd,1157,1,
ABJY02000006,BBUCA112A_0646,1845,368,,1264,1,
ABJY02000006,BBUCA112A_0647,3364,-1595,,161,1,
ABJY02000006,BBUCA112A_0648,3386,962,,514,1,
ABJY02000006,BBUCA112A_0650,5812,554,,1056,1,
ABJY02000006,BBUCA112A_0651,5875,-1217,ackA,320,1,
ABJY02000006,BBUCA112A_0652,7118,-3377,mfd,20,1,
ABJY02000006,BBUCA112A_0653,11554,962,,549,1,
ABJY02000006,BBUCA112A_0654,13607,2093,,79,1,
ABJY02000006,BBUCA112A_0655,13703,-545,,1069,1,
ABJY02000006,BBUCA112A_0657,14251,-1271,,314,1,
ABJY02000006,BBUCA112A_0658,16328,725,,816,1,
ABJY02000006,BBUCA112A_0659,16349,-1871,,116,1,
ABJY02000006,BBUCA112A_0660,19234,923,pfkB,593,1,
ABJY02000006,BBUCA112A_0662,19883,-1832,recD,124,1,
ABJY02000006,BBUCA112A_0663,21712,-3509,recB,15,1,
ABJY02000006,BBUCA112A_0664,25227,-3239,,24,1,
ABJY02000006,BBUCA112A_0665,28470,-623,,215,1,
ABJY02000002,BBUCA112A_0666,36,-662,,215,,
ABJY02000002,BBUCA112A_0667,2264,1436,zwf,229,1,
ABJY02000002,BBUCA112A_0668,3864,1343,,275,1,
ABJY02000002,BBUCA112A_0669,5351,1388,,252,1,
ABJY02000002,BBUCA112A_0670,5383,-1046,,461,1,
ABJY02000002,BBUCA112A_0671,6450,-791,,743,1,
ABJY02000002,BBUCA112A_0672,7245,-803,,705,1,
ABJY02000002,BBUCA112A_0673,8054,-1043,potA,475,1,
ABJY02000002,BBUCA112A_0674,9176,-839,,600,1,
ABJY02000002,BBUCA112A_0675,10866,773,,770,1,
ABJY02000002,BBUCA112A_0676,12456,1544,,190,1,
ABJY02000002,BBUCA112A_0677,12486,-983,,499,1,
ABJY02000002,BBUCA112A_0678,13466,-530,,1087,1,
ABJY02000002,BBUCA112A_0679,14096,-1688,,154,1,
ABJY02000002,BBUCA112A_0680,17616,1637,groL,163,1,
ABJY02000002,BBUCA112A_0681,17978,296,,1382,1,
ABJY02000002,BBUCA112A_0682,18288,317,yajC,1327,1,
ABJY02000002,BBUCA112A_0683,20134,1760,secD,141,1,
ABJY02000002,BBUCA112A_0684,21017,899,secF,610,1,
ABJY02000002,BBUCA112A_0685,22182,-830,,674,1,
ABJY02000002,BBUCA112A_0686,22185,1142,,376,1,
ABJY02000002,BBUCA112A_0687,24241,-686,rpiA,820,1,
ABJY02000002,BBUCA112A_0688,24254,1133,,380,1,
ABJY02000002,BBUCA112A_0689,25823,746,,788,1,
ABJY02000002,BBUCA112A_0690,25892,-1565,lysS,177,1,
ABJY02000002,BBUCA112A_0691,27544,-872,era,640,1,
ABJY02000002,BBUCA112A_0692,28877,356,,1266,1,
ABJY02000002,BBUCA112A_0693,29297,410,,1229,1,
ABJY02000002,BBUCA112A_0694,29766,449,,1174,1,
ABJY02000002,BBUCA112A_0695,29775,-668,,867,1,
ABJY02000002,BBUCA112A_0696,31460,959,,558,1,
ABJY02000002,BBUCA112A_0697,32451,998,,501,1,
ABJY02000002,BBUCA112A_0698,32992,551,,1060,1,
ABJY02000002,BBUCA112A_0699,34095,1025,,391,1,
ABJY02000002,BBUCA112A_0700,36757,2594,,42,1,
ABJY02000002,BBUCA112A_0701,38164,1400,,242,1,
ABJY02000002,BBUCA112A_0702,38661,485,,1136,1,
ABJY02000002,BBUCA112A_0703,39141,440,,1181,1,
ABJY02000002,BBUCA112A_0704,39182,-515,,1105,1,
ABJY02000002,BBUCA112A_0705,39694,-1046,,467,1,
ABJY02000002,BBUCA112A_0706,40734,-863,,650,1,
ABJY02000002,BBUCA112A_0707,41594,-662,,877,1,
ABJY02000002,BBUCA112A_0708,44109,1610,rbsA,175,1,
ABJY02000002,BBUCA112A_0709,45261,1115,,377,1,
ABJY02000002,BBUCA112A_0710,46159,926,,588,1,
ABJY02000002,BBUCA112A_0711,48578,2261,,64,1,
ABJY02000002,BBUCA112A_0712,50510,1901,,105,1,
ABJY02000002,BBUCA112A_0713,50553,-1067,trmU,441,1,
ABJY02000002,BBUCA112A_0714,52937,1223,,303,1,
ABJY02000002,BBUCA112A_0715,53985,1064,fni,432,1,
ABJY02000002,BBUCA112A_0716,55243,1268,,300,1,
ABJY02000002,BBUCA112A_0717,56165,938,mvaD,580,1,
ABJY02000002,BBUCA112A_0718,57109,953,,559,1,
ABJY02000002,BBUCA112A_0719,57996,893,mvk,619,1,
ABJY02000002,BBUCA112A_0721,58122,-467,,1155,1,
ABJY02000002,BBUCA112A_0722,59210,536,,825,1,
ABJY02000002,BBUCA112A_0723,61293,2009,,87,1,
ABJY02000002,BBUCA112A_0725,62779,1208,,342,1,
ABJY02000002,BBUCA112A_0726,64176,1334,ffh,276,1,
ABJY02000002,BBUCA112A_0727,64449,260,rpsP,1433,1,
ABJY02000002,BBUCA112A_0728,64698,248,,1454,1,
ABJY02000002,BBUCA112A_0729,65202,500,rimM,1118,1,
ABJY02000002,BBUCA112A_0730,65918,719,trmD,827,1,
ABJY02000002,BBUCA112A_0731,66261,365,rplS,1288,1,
ABJY02000002,BBUCA112A_0733,67173,539,,1077,1,
ABJY02000002,BBUCA112A_0734,67666,491,coaD,1122,1,
ABJY02000002,BBUCA112A_0735,67912,182,rpmF,1658,1,
ABJY02000002,BBUCA112A_0736,68178,242,acpP,1432,1,
ABJY02000002,BBUCA112A_0737,68886,-1232,,299,1,
ABJY02000002,BBUCA112A_0738,68915,737,rnc,804,1,
ABJY02000002,BBUCA112A_0739,72006,1772,,132,1,
ABJY02000002,BBUCA112A_0740,72335,323,,1342,1,
ABJY02000002,BBUCA112A_0743,73823,1031,,488,1,
ABJY02000002,BBUCA112A_0744,75610,1781,dnaG,136,1,
ABJY02000002,BBUCA112A_0745,76735,1121,,106,1,
ABJY02000002,BBUCA112A_0746,77508,767,rpoD,106,,
ABJY02000002,BBUCA112A_0747,78279,758,,763,1,
ABJY02000002,BBUCA112A_0748,78638,287,,-1,,nc
ABJY02000002,BBUCA112A_0749,79649,968,,544,1,
ABJY02000002,BBUCA112A_0750,80709,1049,,465,1,
ABJY02000002,BBUCA112A_0751,81558,845,mreC,677,1,
ABJY02000002,BBUCA112A_0752,82040,482,,1141,1,
ABJY02000002,BBUCA112A_0753,83839,1799,,28,1,
ABJY02000002,BBUCA112A_0754,85160,1316,mrdB,5001,1,
ABJY02000002,BBUCA112A_0755,87071,1745,thrS,137,1,
ABJY02000002,BBUCA112A_0756,87705,629,pgsA,938,1,
ABJY02000002,BBUCA112A_0757,89111,-533,,1088,1,
ABJY02000002,BBUCA112A_0758,89137,1421,,226,1,
ABJY02000002,BBUCA112A_0759,91063,1322,,260,1,
ABJY02000002,BBUCA112A_0760,91851,782,,746,1,
ABJY02000002,BBUCA112A_0761,92832,971,,531,1,
ABJY02000002,BBUCA112A_0762,94206,1343,,268,1,
ABJY02000002,BBUCA112A_0763,94223,-1331,cdr,281,1,
ABJY02000002,BBUCA112A_0764,95569,-1391,,239,1,
ABJY02000002,BBUCA112A_0765,97037,-1592,pgi,92,1,
ABJY02000002,BBUCA112A_0767,98652,-401,,5003,1,
ABJY02000002,BBUCA112A_0768,99060,-2798,,29,1,
ABJY02000002,BBUCA112A_0769,102952,785,,678,1,
ABJY02000002,BBUCA112A_0770,103156,-1013,,506,1,
ABJY02000002,BBUCA112A_0771,105063,788,,695,1,
ABJY02000002,BBUCA112A_0772,106242,989,,504,1,
ABJY02000002,BBUCA112A_0773,108873,2627,valS,40,1,
ABJY02000002,BBUCA112A_0774,108974,-587,,986,1,
ABJY02000002,BBUCA112A_0775,109640,-677,,872,1,
ABJY02000002,BBUCA112A_0776,110464,-272,groS,1305,1,
ABJY02000002,BBUCA112A_0777,112509,1631,,171,1,
ABJY02000002,BBUCA112A_0778,114242,1697,,153,1,
ABJY02000002,BBUCA112A_0779,116450,2102,,78,1,
ABJY02000002,BBUCA112A_0783,117424,635,,886,1,
ABJY02000002,BBUCA112A_0784,117433,-860,,653,1,
ABJY02000002,BBUCA112A_0785,118293,-980,,541,1,
ABJY02000002,BBUCA112A_0786,119280,-458,,1161,1,
ABJY02000002,BBUCA112A_0787,121111,1274,,302,1,
ABJY02000002,BBUCA112A_0788,121328,-1013,,449,1,
ABJY02000002,BBUCA112A_0789,122361,-1508,,204,1,
ABJY02000002,BBUCA112A_0790,123874,-734,,807,1,
ABJY02000002,BBUCA112A_0791,124605,-929,,587,1,
ABJY02000002,BBUCA112A_0792,125543,-959,rnz,557,1,
ABJY02000002,BBUCA112A_0794,126694,-1067,,433,1,
ABJY02000002,BBUCA112A_0795,128558,596,,987,1,
ABJY02000002,BBUCA112A_0796,129264,659,,817,1,
ABJY02000002,BBUCA112A_0798,129428,-857,,620,1,
ABJY02000002,BBUCA112A_0799,130325,-329,,1325,1,
ABJY02000002,BBUCA112A_0800,131652,887,,626,1,
ABJY02000002,BBUCA112A_0802,131901,-1358,,262,1,
ABJY02000002,BBUCA112A_0803,133262,-1148,,370,1,
ABJY02000002,BBUCA112A_0804,134407,-1046,,469,1,
ABJY02000002,BBUCA112A_0805,135463,-488,cvpA,1127,1,
ABJY02000002,BBUCA112A_0806,135948,-1091,murG,407,1,
ABJY02000002,BBUCA112A_0807,137188,-794,,728,1,
ABJY02000002,BBUCA112A_0808,137957,-1040,,478,1,
ABJY02000002,BBUCA112A_0809,138994,-881,,594,1,
ABJY02000002,BBUCA112A_0810,139926,-800,,721,1,
ABJY02000002,BBUCA112A_0811,140873,-329,,1318,1,
ABJY02000002,BBUCA112A_0812,141186,-995,,497,1,
ABJY02000002,BBUCA112A_0813,142364,-218,,899,1,
ABJY02000002,BBUCA112A_0815,142997,-797,flgG,734,1,
ABJY02000002,BBUCA112A_0816,143807,-848,,602,1,
ABJY02000002,BBUCA112A_0817,145451,560,,1024,1,
ABJY02000002,BBUCA112A_0818,146043,530,apt,1048,1,
ABJY02000002,BBUCA112A_0819,146411,311,rplU,1349,1,
ABJY02000002,BBUCA112A_0820,146737,320,,1330,1,
ABJY02000002,BBUCA112A_0821,146982,245,rpmA,1460,1,
ABJY02000002,BBUCA112A_0822,147489,452,,508,,
ABJY02000002,BBUCA112A_0823,148022,536,,508,1,
ABJY02000002,BBUCA112A_0824,148682,581,nadD,996,1,
ABJY02000002,BBUCA112A_0825,149863,1184,,351,1,
ABJY02000002,BBUCA112A_0826,150188,350,,1303,1,
ABJY02000003,BBUCA112A_0827,413,410,,1062,1,
ABJY02000003,BBUCA112A_0828,984,566,pth,1030,1,
ABJY02000003,BBUCA112A_0829,2306,1322,tilS,286,1,
ABJY02000003,BBUCA112A_0830,4222,1919,,101,1,
ABJY02000003,BBUCA112A_0831,5714,1481,,208,1,
ABJY02000003,BBUCA112A_0832,6920,-623,,940,1,
ABJY02000003,BBUCA112A_0833,6923,1103,,363,1,
ABJY02000003,BBUCA112A_0834,7557,-608,tmk,764,1,
ABJY02000003,BBUCA112A_0835,12645,4361,,11,1,
ABJY02000003,BBUCA112A_0836,15128,2465,,47,1,
ABJY02000003,BBUCA112A_0837,15682,533,,1052,1,
ABJY02000003,BBUCA112A_0838,18434,2588,mutS,43,1,
ABJY02000003,BBUCA112A_0839,19053,617,,958,1,
ABJY02000003,BBUCA112A_0840,19591,437,,1133,1,
ABJY02000003,BBUCA112A_0841,21053,1448,,209,1,
ABJY02000003,BBUCA112A_0842,23674,2618,,41,1,
ABJY02000003,BBUCA112A_0843,24060,362,rbfA,1253,1,
ABJY02000003,BBUCA112A_0844,24911,848,truB,648,1,
ABJY02000003,BBUCA112A_0845,25376,266,rpsO,1323,1,
ABJY02000003,BBUCA112A_0846,27559,2168,,72,1,
ABJY02000003,BBUCA112A_0847,29086,1520,,192,1,
ABJY02000003,BBUCA112A_0848,30350,1172,,304,1,
ABJY02000003,BBUCA112A_0849,31414,1067,,344,1,
ABJY02000003,BBUCA112A_0850,32572,1127,tgt,389,1,
ABJY02000003,BBUCA112A_0851,34085,1520,mviN,195,1,
ABJY02000003,BBUCA112A_0852,35491,1409,,232,1,
ABJY02000003,BBUCA112A_0853,35515,-1172,coaBC,319,1,
ABJY02000003,BBUCA112A_0855,38350,1334,panF,235,1,
ABJY02000003,BBUCA112A_0856,39307,941,,520,1,
ABJY02000003,BBUCA112A_0857,40223,947,,564,1,
ABJY02000003,BBUCA112A_0858,41619,1406,murC,218,1,
ABJY02000003,BBUCA112A_0859,42496,866,,645,1,
ABJY02000003,BBUCA112A_0860,43035,542,,1075,1,
ABJY02000003,BBUCA112A_0861,43271,200,rpoZ,1488,1,
ABJY02000003,BBUCA112A_0862,44178,920,miaA,582,1,
ABJY02000003,BBUCA112A_0863,44320,-371,,1287,1,
ABJY02000003,BBUCA112A_0864,45310,-647,,719,1,
ABJY02000003,BBUCA112A_0865,45317,545,,1057,1,
ABJY02000003,BBUCA112A_0866,46085,-515,,1096,1,
ABJY02000003,BBUCA112A_0867,46689,-2471,,48,1,
ABJY02000003,BBUCA112A_0868,49163,-2546,topA,44,1,
ABJY02000003,BBUCA112A_0869,53025,1241,,330,1,
ABJY02000003,BBUCA112A_0870,55858,2852,,30,1,
ABJY02000003,BBUCA112A_0871,56827,935,,567,1,
ABJY02000003,BBUCA112A_0872,56844,-824,,680,1,
ABJY02000003,BBUCA112A_0873,57662,-1442,,26,1,
ABJY02000014,BBUCA112A_0874,1,-1436,,26,,
ABJY02000014,BBUCA112A_0875,1452,-2219,,66,1,
ABJY02000014,BBUCA112A_0876,3694,-1709,,147,1,
ABJY02000014,BBUCA112A_0877,7542,2006,uvrB,93,1,
ABJY02000014,BBUCA112A_0878,10397,2678,uvrA,33,1,
ABJY02000014,BBUCA112A_0879,13792,3440,,19,1,
ABJY02000014,BBUCA112A_0880,13802,-548,,1051,1,
ABJY02000014,BBUCA112A_0881,14319,-599,,978,1,
ABJY02000014,BBUCA112A_0882,14927,-1616,,174,1,
ABJY02000014,BBUCA112A_0883,17954,1232,arcA,305,1,
ABJY02000014,BBUCA112A_0884,19005,983,argF,468,1,
ABJY02000014,BBUCA112A_0885,20481,1424,,228,1,
ABJY02000014,BBUCA112A_0886,21152,-971,,547,1,
ABJY02000014,BBUCA112A_0887,22937,197,,1583,1,
ABJY02000014,BBUCA112A_0890,25701,398,,353,1,
CP001473,BBUCA112A_A0001,1124,485,,947,1,
CP001473,BBUCA112A_A0002,1956,509,,1092,1,
CP001473,BBUCA112A_A0003,2032,-848,,668,1,
CP001473,BBUCA112A_A0004,2990,-1253,,322,1,
CP001473,BBUCA112A_A0005,4654,-473,,1148,1,
CP001473,BBUCA112A_A0006,5636,335,,1297,1,
CP001473,BBUCA112A_A0007,6505,872,,642,1,
CP001473,BBUCA112A_A0008,7134,626,,945,1,
CP001473,BBUCA112A_A0009,8230,1034,,487,1,
CP001473,BBUCA112A_A0010,8432,179,,1671,1,
CP001473,BBUCA112A_A0011,8854,425,,1213,1,
CP001473,BBUCA112A_A0012,9209,365,,1231,1,
CP001473,BBUCA112A_A0013,10265,821,ospA,701,1,
CP001473,BBUCA112A_A0014,11165,890,ospB,612,1,
CP001473,BBUCA112A_A0015,12943,1196,,1,21,
CP001473,BBUCA112A_A0016,13575,584,,2,21,
CP001473,BBUCA112A_A0017,14303,752,,3,2,
CP001473,BBUCA112A_A0018,14879,545,,4,18,
CP001473,BBUCA112A_A0020,15797,431,,318,1,
CP001473,BBUCA112A_A0022,16028,-563,,910,1,
CP001473,BBUCA112A_A0023,16711,-563,,1020,1,
CP001473,BBUCA112A_A0026,18736,593,,995,1,
CP001473,BBUCA112A_A0027,20092,1352,,263,1,
CP001473,BBUCA112A_A0029,21606,539,,1084,1,
CP001473,BBUCA112A_A0030,21664,-1589,oppA,159,1,
CP001473,BBUCA112A_A0031,24394,614,,883,1,
CP001473,BBUCA112A_A0032,25082,605,,893,1,
CP001473,BBUCA112A_A0033,26673,1241,,294,1,
CP001473,BBUCA112A_A0034,27272,587,,979,1,
CP001473,BBUCA112A_A0035,27967,608,,323,1,
CP001473,BBUCA112A_A0036,28900,917,,571,1,
CP001473,BBUCA112A_A0037,29356,452,,1154,1,
CP001473,BBUCA112A_A0038,29727,374,,1257,1,
CP001473,BBUCA112A_A0039,30041,317,,1281,1,
CP001473,BBUCA112A_A0040,30602,539,,1082,1,
CP001473,BBUCA112A_A0041,31759,1070,,443,1,
CP001473,BBUCA112A_A0042,32181,422,,1214,1,
CP001473,BBUCA112A_A0043,32728,488,,1128,1,
CP001473,BBUCA112A_A0044,32939,218,,1514,1,
CP001473,BBUCA112A_A0045,34345,1397,,234,1,
CP001473,BBUCA112A_A0046,34927,563,,1039,1,
CP001473,BBUCA112A_A0047,35812,845,,575,1,
CP001473,BBUCA112A_A0048,36208,275,,1408,1,
CP001473,BBUCA112A_A0049,36513,227,,1410,1,
CP001473,BBUCA112A_A0050,37530,929,,574,1,
CP001473,BBUCA112A_A0051,38089,569,,1028,1,
CP001473,BBUCA112A_A0052,38140,-1244,,316,1,
CP001473,BBUCA112A_A0053,39852,-239,,1465,1,
CP001473,BBUCA112A_A0054,40191,-791,,673,1,
CP001473,BBUCA112A_A0055,41376,-623,,880,1,
CP001473,BBUCA112A_A0056,42453,206,,1551,1,
CP001473,BBUCA112A_A0057,42604,-908,,473,1,
CP001473,BBUCA112A_A0058,43677,-848,,636,1,
CP001473,BBUCA112A_A0060,44704,-1235,,313,1,
CP001473,BBUCA112A_A0062,46458,-806,,608,2,
CP001473,BBUCA112A_A0064,47512,-755,,608,1,
CP001473,BBUCA112A_A0066,48516,-791,,608,4,
CP001473,BBUCA112A_A0067,49800,-413,,700,1,
CP001473,BBUCA112A_A0068,50206,-224,,730,1,
CP001473,BBUCA112A_A0069,50639,-890,,623,1,
CP001473,BBUCA112A_A0070,52831,773,,646,1,
CP001473,BBUCA112A_A0071,53855,797,thyX,706,1,
CP001474,BBUCA112A_AA0001,87,-3227,,13,10,
CP001474,BBUCA112A_AA0002,3950,500,,947,4,
CP001474,BBUCA112A_AA0003,4229,-617,,4,13,
CP001474,BBUCA112A_AA0004,4935,-761,,3,23,
CP001474,BBUCA112A_AA0005,5669,-536,,2,30,
CP001474,BBUCA112A_AA0006,6202,-863,,306,4,
CP001474,BBUCA112A_AA0007,7347,-3131,,27,1,
CP001474,BBUCA112A_AA0008,10475,-197,,1566,,
CP001474,BBUCA112A_AA0009,10762,-428,,1202,1,
CP001474,BBUCA112A_AA0010,11200,-818,,689,2,
CP001474,BBUCA112A_AA0011,12008,-209,,1178,3,
CP001474,BBUCA112A_AA0012,12856,-338,,1324,2,
CP001474,BBUCA112A_AA0013,12868,329,,1134,,
CP001474,BBUCA112A_AA0014,13207,-833,,687,1,
CP001474,BBUCA112A_AA0015,14075,-509,,1112,3,
CP001474,BBUCA112A_AA0016,14585,-545,,1070,1,
CP001474,BBUCA112A_AA0017,15157,-1025,,500,1,
CP001474,BBUCA112A_AA0018,16194,-1190,,348,3,
CP001474,BBUCA112A_AA0019,17381,-338,,1315,4,
CP001474,BBUCA112A_AA0020,17730,-776,,62,,
CP001474,BBUCA112A_AA0021,18516,-782,,62,,
CP001474,BBUCA112A_AA0022,19299,-2639,,37,,
CP001474,BBUCA112A_AA0023,21952,-386,,1233,,
CP001474,BBUCA112A_AA0024,22338,-374,,1260,2,
CP001474,BBUCA112A_AA0025,22712,-692,,861,3,
CP001474,BBUCA112A_AA0026,23401,-386,,1163,1,
CP001474,BBUCA112A_AA0027,25636,1469,,149,1,
CP001474,BBUCA112A_AA0028,26071,410,,1190,2,
CP001474,BBUCA112A_AA0029,26763,425,,76,1,
CP001474,BBUCA112A_AA0030,27625,827,,249,3,
CP001474,BBUCA112A_AA0031,28458,743,,576,5,
CP001474,BBUCA112A_AA0032,28481,-770,,731,6,
CP001484,BBUCA112A_B0001,309,-446,,1132,1,
CP001484,BBUCA112A_B0002,325,278,,1399,1,
CP001484,BBUCA112A_B0003,841,-1349,,271,1,
CP001484,BBUCA112A_B0004,2480,-1322,celB,282,1,
CP001484,BBUCA112A_B0005,4435,347,,1314,1,
CP001484,BBUCA112A_B0006,4761,317,,1339,1,
CP001484,BBUCA112A_B0007,5870,1097,,418,1,
CP001484,BBUCA112A_B0008,5892,-629,,930,1,
CP001484,BBUCA112A_B0009,7718,1037,,477,1,
CP001484,BBUCA112A_B0010,8769,929,,590,1,
CP001484,BBUCA112A_B0011,9303,518,,2,26,
CP001484,BBUCA112A_B0012,10040,761,,3,3,
CP001484,BBUCA112A_B0013,10656,548,,4,20,
CP001484,BBUCA112A_B0014,10927,-497,,1109,1,
CP001484,BBUCA112A_B0016,13613,1592,,159,2,
CP001484,BBUCA112A_B0017,13900,-1214,,225,1,
CP001484,BBUCA112A_B0018,15139,-1535,,181,1,
CP001484,BBUCA112A_B0020,17546,635,ospC,923,1,
CP001484,BBUCA112A_B0021,17980,-1355,,251,1,
CP001484,BBUCA112A_B0022,19445,-1355,,251,2,
CP001484,BBUCA112A_B0023,20872,-455,,1115,1,
CP001484,BBUCA112A_B0024,21353,-512,,1111,1,
CP001484,BBUCA112A_B0025,22607,695,,853,1,
CP001484,BBUCA112A_B0026,22617,-491,,1059,1,
CP001484,BBUCA112A_B0027,24513,1244,,321,1,
CP001484,BBUCA112A_B0028,26467,1628,,172,1,
CP001481,BBUCA112A_D0001,110,-422,,835,5,
